Borough,Creation Date,Latitude,Longitude
Bronx,06/05/2013 12:39:17 PM,40.80871594,-73.88496491
Staten Island,10/04/2017 12:03:36 PM,40.5221496,-74.2167997
Manhattan,09/12/2012 6:14:36 PM,40.79034892,-73.95189687
Manhattan,11/02/2012 11:38:13 PM,40.72395093,-73.98036663
Brooklyn,09/07/2013 11:13:53 AM,40.6908651,-73.91016475
Brooklyn,01/09/2018 4:53:50 PM,,
Brooklyn,10/14/2014 5:36:17 PM,,
Manhattan,04/12/2012 11:27:55 AM,40.76805137,-73.98394572
Bronx,09/07/2020 4:42:02 PM,40.81227999,-73.88194197
Queens,10/09/2019 12:42:54 PM,40.76038488,-73.84085996
Bronx,08/22/2012 8:29:41 AM,40.82098581,-73.89161332
Brooklyn,09/23/2011 4:06:41 PM,40.69402559,-73.94778325
Staten Island,03/30/2015 6:31:05 PM,40.58631437,-74.19199402
Queens,04/07/2020 5:38:49 PM,40.70133805,-73.81631383
manhattan,12/11/2018 12:39:18 AM,40.764213,-73.970955
New York,04/06/2016 2:14:26 PM,40.7830028,-73.95571172
Brooklyn,04/03/2019 5:10:29 PM,40.64567499,-74.0022561
Brooklyn,09/17/2017 12:46:11 PM,40.702401,-73.9867005
Manhattan,05/04/2011 9:29:07 AM,40.83156785,-73.94298126
Manhattan,01/23/2016 10:20:09 PM,40.75688719,-73.97631064
Bronx,02/18/2018 3:47:01 AM,,
Brooklyn,07/28/2016 6:21:16 PM,40.68613844,-73.92529705
Queens,03/19/2019 6:37:27 PM,40.73983994,-73.90434371
Bronx,11/05/2017 4:19:24 PM,,
Bronx,09/21/2012 3:57:16 PM,,
Manhattan,12/24/2021 8:02:45 AM,40.76444078,-73.98060543
Brooklyn,04/18/2020 7:36:59 AM,40.69979588,-73.9897529
Manhattan,02/11/2013 12:12:25 PM,40.76446492,-73.96380671
Manhattan,02/28/2019 8:49:12 AM,40.81379419,-73.94598951
Bronx,01/28/2016 7:40:53 PM,40.82985974,-73.90768975
Manhattan,10/30/2012 12:16:46 PM,40.7497032,-73.97193891
Queens,11/30/2019 3:12:28 PM,40.66933585,-73.79359715
Staten Island,01/08/2015 6:06:55 PM,40.61138573,-74.06307236
Bronx,06/28/2021 4:30:49 AM,40.87663499,-73.87582804
Bronx,10/01/2017 2:50:56 PM,40.82577659,-73.88016707
Bronx,09/15/2020 9:50:20 AM,40.84598002,-73.83175499
Brooklyn,10/16/2016 5:33:44 AM,,
Manhattan,11/28/2020 1:34:46 AM,40.75920681,-73.98637521
Brooklyn,09/01/2017 10:36:08 PM,40.67767301,-73.87695624
Manhattan,04/04/2014 8:07:01 AM,40.83327625,-73.94544071
Staten Island,03/07/2012 7:14:58 PM,40.64188736,-74.09648948
Manhattan,09/29/2017 3:40:18 PM,40.739742,-74.0025225
Staten Island,05/21/2013 2:28:16 PM,,
Manhattan,05/17/2020 7:55:23 PM,40.80867927,-73.94782476
Bronx,12/30/2019 2:06:16 PM,40.87005652,-73.83229533
Queens,01/09/2018 1:35:17 PM,,
Queens,08/11/2017 1:38:42 PM,40.5805614,-73.8316619
Brooklyn,12/20/2014 2:46:43 PM,40.66552352,-73.93144433
Manhattan,10/25/2017 8:53:42 AM,,
Brooklyn,07/06/2021 8:46:14 PM,40.86095006,-73.82836995
Manhattan,01/23/2020 9:00:40 PM,40.71613915,-73.99915329
Staten Island,09/03/2013 12:49:07 PM,40.57855711,-74.16959473
Manhattan,05/01/2013 1:36:57 PM,40.76520433,-73.9792787
Queens,02/10/2018 4:44:26 PM,40.71260969,-73.83408588
Queens,02/05/2018 12:07:19 AM,40.70986133,-73.79955435
Brooklyn,02/03/2016 10:15:16 AM,40.70440048,-73.95341238
Queens,11/30/2021 2:12:41 PM,40.71811811,-73.85318709
Brooklyn,01/05/2013 2:44:10 AM,40.59783307,-73.96548505
Bronx,01/31/2019 4:24:08 AM,40.85165345,-73.92290212
Manhattan,04/05/2018 5:59:19 PM,40.706379,-74.00952
Brooklyn,01/18/2018 4:09:49 AM,40.59875194,-73.99770857
Queens,10/09/2019 12:42:54 PM,40.76038488,-73.84085996
Bronx,03/31/2021 1:06:30 PM,40.84521002,-73.882394
Queens,04/16/2018 4:31:19 AM,40.60870308,-73.74980346
Brooklyn,01/22/2020 2:30:26 AM,40.6779545,-73.97935631
Staten Island,08/15/2018 4:55:56 PM,40.582269,-74.155581
Brooklyn,10/17/2017 10:00:47 AM,,
Brooklyn,03/14/2020 6:28:05 AM,40.71676724,-73.95758188
New York/Manhattan,09/29/2014 6:12:54 PM,40.75580739,-73.98640311
Queens,03/12/2017 4:25:15 PM,40.71400364,-73.82998933
Brooklyn,02/17/2016 11:00:02 AM,40.59484063,-73.96352057
Brooklyn,12/26/2019 9:53:41 AM,40.696281,-73.9889505
Queens,03/24/2020 9:46:36 AM,40.731993,-73.9191015
Manhattan,11/15/2021 1:36:50 AM,40.75751733,-73.96536529
Brooklyn,03/23/2019 6:53:44 PM,40.60918384,-73.9788589
Bronx,06/28/2020 8:41:41 AM,40.8503523,-73.90435716
Manhattan,10/29/2012 2:42:56 PM,40.7649874,-73.97875171
Manhattan,12/22/2016 11:19:07 AM,40.71442154,-74.00607638
Brooklyn,10/30/2019 2:55:41 PM,40.63333457,-74.0052267
Brooklyn,01/02/2018 3:39:03 AM,,
Brooklyn,08/31/2016 4:14:35 PM,40.68431713,-73.98427236
Queens,03/30/2022 7:28:55 PM,40.69418053,-73.81005189
Brooklyn,01/13/2014 9:23:53 AM,40.5991067,-73.94455176
Manhattan,11/19/2020 9:29:35 AM,40.76256673,-73.97223447
Brooklyn,03/04/2015 12:45:49 PM,40.68404841,-73.93693824
Staten Island,06/11/2018 5:27:11 PM,40.64306759,-74.07703574
Manhattan,01/12/2012 5:15:29 PM,40.72469167,-73.9784146
Queens,11/14/2016 11:25:49 AM,40.64384687,-73.78029487
Manhattan,07/15/2022 9:07:51 PM,40.75232005,-73.9859499
Manhattan,02/01/2013 11:01:54 AM,40.74135658,-73.98912702
Brooklyn,06/27/2019 3:14:02 PM,,
Brooklyn,10/12/2015 1:56:16 PM,40.68618228,-73.95747792
Manhattan,12/26/2020 10:42:33 PM,40.76040932,-73.95824409
Queens,06/04/2018 2:32:23 AM,40.7616,-73.81765751
Brooklyn,01/08/2016 3:14:03 PM,40.67517435,-73.98469991
Manhattan,11/03/2021 3:19:13 AM,40.81362227,-73.94088896
Brooklyn,10/20/2015 12:57:24 AM,,
Manhattan,04/29/2017 1:52:59 PM,40.71442154,-74.00607638
Brooklyn,10/16/2018 8:12:45 PM,40.734792,-73.990701
Manhattan,05/20/2015 8:35:47 AM,40.77115647,-73.99132805
Brooklyn,04/18/2020 8:37:27 PM,40.69979588,-73.9897529
Queens,06/22/2022 1:10:26 PM,40.70606929,-73.73626566
Brooklyn,05/20/2022 7:49:46 AM,40.63936883,-73.99866952
Staten Island,03/16/2015 4:25:43 PM,40.54880288,-74.21422449
Queens,04/08/2015 8:53:59 AM,40.71400364,-73.82998933
Manhattan,02/25/2015 3:02:58 PM,40.70835593,-74.01481356
Staten Island,02/23/2017 9:50:59 AM,40.60874548,-74.15378313
Queens,12/01/2015 6:10:11 PM,40.72774781,-73.84647428
Bronx,12/05/2019 11:38:52 AM,40.84224983,-73.86495502
Manhattan,08/06/2019 5:55:24 AM,40.84719493,-73.93487294
New York,03/22/2018 4:41:53 PM,40.70882217,-74.01071682
Queens,10/09/2019 12:42:54 PM,40.76038488,-73.84085996
Manhattan,07/05/2013 8:33:33 AM,,
Staten Island,09/08/2020 2:21:37 AM,40.59379999,-74.15703896
New York,12/18/2015 2:02:00 AM,40.83810419,-73.9399002
Manhattan,04/03/2021 4:40:18 PM,40.78581003,-73.9428499
Brooklyn,02/21/2017 4:53:30 AM,40.70685677,-73.95330117
Manhattan,09/29/2012 2:53:35 PM,40.81138658,-73.95029578
Staten Island,04/16/2015 11:12:09 PM,40.64241233,-74.07522011
Manhattan,08/26/2015 3:22:22 AM,40.77411212,-73.95447925
Bronx,06/30/2017 3:14:03 PM,40.83721306,-73.87145923
Jamaica,04/23/2017 2:48:20 PM,40.70178229,-73.80841858
Manhattan,12/09/2014 10:36:45 AM,40.74586645,-73.99204952
Queens,09/15/2014 1:25:09 PM,40.72747847,-73.90706209
Brooklyn,05/09/2022 12:58:00 AM,40.63050002,-73.88600995
Brooklyn,11/22/2013 1:13:43 AM,40.69600189,-73.9714314
Manhattan,09/03/2015 12:22:34 AM,40.8233604,-73.94716508
Manhattan,12/24/2020 5:28:31 PM,40.76457732,-73.9775786
Manhattan,07/16/2020 11:06:26 AM,40.74554086,-73.97750668
Brooklyn,03/30/2014 7:19:57 AM,40.64539163,-73.99448664
Staten Island,08/14/2011 1:13:23 PM,40.55404126,-74.14054235
Queens,06/28/2019 1:53:31 PM,40.75025551,-73.93845938
Manhattan,05/31/2013 6:47:43 PM,40.78519322,-73.94933312
Queens,01/31/2016 10:11:36 PM,40.59445812,-73.77893522
Staten island,05/24/2015 2:18:27 PM,40.54696186,-74.14964889
Bronx,07/09/2013 7:43:53 PM,40.81209089,-73.88666419
Queens,09/01/2017 6:11:41 AM,40.72900746,-73.86213164
Brooklyn,08/14/2018 8:28:20 AM,,
Brooklyn,12/11/2018 8:54:05 PM,,
New York,07/06/2018 7:42:24 PM,40.76274848,-73.97415761
manhattan,12/11/2018 12:39:18 AM,40.764213,-73.970955
Brooklyn,04/21/2018 10:53:38 AM,,
Brooklyn,03/22/2022 3:32:08 PM,40.65322005,-74.00565995
Bronx,03/06/2014 3:46:14 PM,40.82268117,-73.90296293
Manhattan,04/02/2016 8:21:01 PM,40.75857393,-73.98504894
Manhattan,11/14/2017 3:37:43 PM,,
Bronx,06/07/2021 10:13:10 PM,40.840354,-73.88744804
Brooklyn,03/29/2014 11:28:24 PM,40.64255356,-74.00459427
Brooklyn,09/12/2012 11:33:17 AM,40.69582131,-73.99280197
Queens,06/24/2017 9:30:28 PM,40.71400364,-73.82998933
Manhattan,02/20/2020 3:39:26 AM,40.743333,-73.9841085
Staten Island,03/19/2014 2:26:28 PM,40.62478096,-74.07971364
Bronx,02/04/2015 7:58:38 PM,40.84631866,-73.91332704
Bronx,07/17/2021 4:45:34 PM,40.835636,-73.92427996
Manhattan,12/21/2018 3:55:55 AM,,
Manhattan,06/13/2014 10:53:10 AM,40.74158556,-73.97801217
Brooklyn,11/15/2020 6:32:30 PM,40.64154512,-73.93785238
Bronx,09/27/2016 7:36:10 AM,,
Brooklyn,08/30/2018 2:28:53 PM,,
manhattan,10/04/2017 3:02:25 PM,40.75018796,-73.97191431
Queens,06/22/2022 1:10:26 PM,40.70606929,-73.73626566
